16/12/2016;005;A;AFN;0,05069000;0,05085000;66,30000000;66,50000000
16/12/2016;009;A;ETB;0,14990000;0,15140000;22,26000000;22,48000000
16/12/2016;015;A;THB;0,09394000;0,09401000;35,86000000;35,88000000
16/12/2016;020;A;PAB;3,37060000;3,37120000;1,00000000;1,00000000
16/12/2016;026;A;VEF;0,33710000;0,33800000;9,97500000;10,00000000
16/12/2016;030;A;BOB;0,48080000;0,49140000;6,86000000;7,01000000
16/12/2016;035;A;GHS;0,79500000;0,80650000;4,18000000;4,24000000
16/12/2016;040;A;CRC;0,00607200;0,00618500;545,08000000;555,08000000
16/12/2016;045;A;SVC;0,38600000;0,38650000;8,72220000;8,73220000
16/12/2016;051;A;NIO;0,11420000;0,11720000;28,77000000;29,52000000
16/12/2016;055;A;DKK;0,47270000;0,47280000;7,12970000;7,13070000
16/12/2016;060;A;ISK;0,02953000;0,02961000;113,84000000;114,15000000
16/12/2016;065;A;NOK;0,38760000;0,38800000;8,68950000;8,69650000
16/12/2016;070;A;SEK;0,35910000;0,35930000;9,38280000;9,38680000
16/12/2016;075;A;CZK;0,13010000;0,13010000;25,90400000;25,91600000
16/12/2016;090;A;GMD;0,07824000;0,08411000;40,08000000;43,08000000
16/12/2016;095;A;DZD;0,03023000;0,03039000;110,94100000;111,49600000
16/12/2016;100;A;KWD;11,00420000;11,02780000;0,30570000;0,30630000
16/12/2016;105;A;BHD;8,94060000;8,94220000;0,37700000;0,37700000
16/12/2016;115;A;IQD;0,00284900;0,00285500;1181,00000000;1183,00000000
16/12/2016;125;A;JOD;4,75740000;4,76290000;0,70780000;0,70850000
16/12/2016;130;A;LYD;2,33910000;2,35090000;1,43400000;1,44100000
16/12/2016;132;A;MKD;0,05678000;0,05741000;58,72000000;59,36000000
16/12/2016;133;A;RSD;0,02842000;0,02848000;118,39000000;118,60000000
16/12/2016;134;A;SDG;0,51780000;0,52020000;6,48000000;6,51000000
16/12/2016;135;A;TND;1,45510000;1,45650000;2,31460000;2,31640000
16/12/2016;136;A;SSP;0,04589000;0,04618000;73,00000000;73,45000000
16/12/2016;138;B;SDR;4,51830000;4,51910000;1,34050000;1,34050000
16/12/2016;139;A;MAD;0,33040000;0,33310000;10,12200000;10,20300000
16/12/2016;145;A;AED;0,91750000;0,91790000;3,67260000;3,67360000
16/12/2016;148;A;STD;0,00014290;0,00014290;23589,50000000;23590,50000000
16/12/2016;150;B;AUD;2,46560000;2,46700000;0,73150000;0,73180000
16/12/2016;155;A;BSD;3,37060000;3,37120000;1,00000000;1,00000000
16/12/2016;160;A;BMD;3,37060000;3,37120000;1,00000000;1,00000000
16/12/2016;165;A;CAD;2,52180000;2,52300000;1,33620000;1,33660000
16/12/2016;170;A;GYD;0,01611000;0,01659000;203,21000000;209,21000000
16/12/2016;173;A;NAD;0,24040000;0,24050000;14,02000000;14,02250000
16/12/2016;175;A;BBD;1,67690000;1,68560000;2,00000000;2,01000000
16/12/2016;180;A;BZD;1,66860000;1,68560000;2,00000000;2,02000000
16/12/2016;185;A;BND;2,32920000;2,33120000;1,44610000;1,44710000
16/12/2016;190;A;KYD;4,06100000;4,11120000;0,82000000;0,83000000
16/12/2016;195;A;SGD;2,33030000;2,33110000;1,44620000;1,44640000
16/12/2016;197;B;CLF;132,42750000;132,45110000;39,28900000;39,28900000
16/12/2016;200;B;FJD;1,56670000;1,61750000;0,46480000;0,47980000
16/12/2016;205;A;HKD;0,43390000;0,43400000;7,76760000;7,76780000
16/12/2016;210;A;TTD;0,49800000;0,50180000;6,71880000;6,76880000
16/12/2016;215;A;XCD;1,23920000;1,25320000;2,69000000;2,72000000
16/12/2016;220;A;USD;3,37060000;3,37120000;1,00000000;1,00000000
16/12/2016;230;A;JMD;0,02600000;0,02615000;128,94000000;129,66000000
16/12/2016;235;A;LRD;0,03511000;0,03746000;90,00000000;96,00000000
16/12/2016;245;B;NZD;2,35030000;2,35210000;0,69730000;0,69770000
16/12/2016;250;B;SBD;0,41900000;0,42580000;0,12430000;0,12630000
16/12/2016;255;A;SRD;0,45260000;0,46040000;7,32200000;7,44800000
16/12/2016;260;A;VND;0,00014810;0,00014820;22745,00000000;22755,00000000
16/12/2016;275;A;AMD;0,00695700;0,00700200;481,50000000;484,50000000
16/12/2016;295;A;CVE;0,03250000;0,03283000;102,70000000;103,70000000
16/12/2016;325;A;ANG;1,88300000;1,90460000;1,77000000;1,79000000
16/12/2016;328;A;AWG;1,86220000;1,88340000;1,79000000;1,81000000
16/12/2016;345;A;HUF;0,01126000;0,01128000;298,85000000;299,25000000
16/12/2016;363;A;CDF;0,00285200;0,00287700;1172,00000000;1182,00000000
16/12/2016;365;A;BIF;0,00199800;0,00202800;1662,02000000;1687,02000000
16/12/2016;368;A;KMF;0,00725300;0,00727000;463,70000000;464,70000000
16/12/2016;370;A;XAF;0,00543200;0,00543500;620,32000000;620,48000000
16/12/2016;372;A;XOF;0,00539200;0,00552500;610,14000000;625,06000000
16/12/2016;380;A;XPF;0,02937000;0,02961000;113,87000000;114,75000000
16/12/2016;390;A;DJF;0,01873000;0,01896000;177,80000000;180,00000000
16/12/2016;398;A;GNF;0,00036050;0,00036450;9250,00000000;9350,00000000
16/12/2016;406;A;MGA;0,00099870;0,00101200;3330,00000000;3375,00000000
16/12/2016;420;A;RWF;0,00412300;0,00415900;810,59000000;817,59000000
16/12/2016;425;A;CHF;3,27310000;3,27520000;1,02930000;1,02980000
16/12/2016;440;A;HTG;0,04991000;0,05073000;66,45960000;67,53980000
16/12/2016;450;A;PYG;0,00058150;0,00058180;5793,95000000;5796,16000000
16/12/2016;460;A;UAH;0,12840000;0,12860000;26,21000000;26,26000000
16/12/2016;470;A;JPY;0,02852000;0,02853000;118,16000000;118,20000000
16/12/2016;482;A;GEL;1,23920000;1,25790000;2,68000000;2,72000000
16/12/2016;490;A;ALL;0,02588000;0,02613000;129,02000000;130,26000000
16/12/2016;495;A;HNL;0,14360000;0,14420000;23,38000000;23,48000000
16/12/2016;500;A;SLL;0,00060160;0,00061260;5503,00000000;5603,00000000
16/12/2016;503;A;MDL;0,16730000;0,16810000;20,05000000;20,15000000
16/12/2016;506;A;RON;0,77890000;0,78020000;4,32120000;4,32720000
16/12/2016;510;A;BGN;1,79730000;1,79780000;1,87520000;1,87540000
16/12/2016;530;B;GIP;4,19170000;4,19340000;1,24360000;1,24390000
16/12/2016;535;A;EGP;0,18220000;0,18570000;18,15000000;18,50000000
16/12/2016;540;B;GBP;4,18590000;4,18700000;1,24190000;1,24200000
